Probe,Score
X216150_at,0.003580789
X208873_s_at,0.003580597
X218831_s_at,0.003579849
X213147_at,0.003579782
X209504_s_at,0.003579248
X214954_at,0.003578929
X204682_at,0.003578808
X214552_s_at,0.003578779
X200799_at,0.00357839
X214841_at,0.003578169
X217254_s_at,0.00357767
X220622_at,0.003577634
X216695_s_at,0.003577479
X205460_at,0.003577206
X221114_at,0.003577051
X221380_at,0.003576893
X208270_s_at,0.003576877
X202107_s_at,0.003576286
X207684_at,0.003576227
X205282_at,0.003576221
X210787_s_at,0.003576155
X206691_s_at,0.003576101
X204101_at,0.003574709
X208290_s_at,0.003574434
X202076_at,0.003573832
X204211_x_at,0.003573439
X207746_at,0.003573364
X216980_s_at,0.003573117
X213827_at,0.003572791
X212950_at,0.003572613
X213936_x_at,0.00357254
X212095_s_at,0.003570749
X203032_s_at,0.003569278
X201022_s_at,0.003568766
X216501_at,0.003568632
X222053_at,0.003568548
X205941_s_at,0.003567369
X200007_at,0.00356735
X202596_at,0.003567197
X219879_s_at,0.003566819
X221500_s_at,0.003566803
X222145_at,0.003566231
X206555_s_at,0.00356619
X203206_at,0.003566169
X201690_s_at,0.003566138
X203996_s_at,0.003566092
X202808_at,0.003565919
X211725_s_at,0.003565107
X209523_at,0.003564997
X211442_x_at,0.003564735
X205783_at,0.003564674
X213206_at,0.00356368
X215525_at,0.003563596
X215436_at,0.003563431
X202270_at,0.003563161
X200764_s_at,0.003563011
X206591_at,0.003562452
X221661_at,0.003562276
X219226_at,0.003561976
X204250_s_at,0.003561974
X201171_at,0.003561744
X214490_at,0.003561741
X219650_at,0.003561554
X219854_at,0.003561418
X207495_at,0.003560996
X209446_s_at,0.003560356
X200070_at,0.003560083
X211196_at,0.003559557
X216033_s_at,0.003559522
X209304_x_at,0.003559167
X220663_at,0.003559005
X207683_at,0.003558707
X218432_at,0.003558661
X209352_s_at,0.003558133
X219997_s_at,0.003558064
X201580_s_at,0.003557764
X209191_at,0.003557382
X221506_s_at,0.003555813
X209777_s_at,0.003555746
X213592_at,0.003555738
X216119_s_at,0.00355542
X220619_at,0.003553681
X212524_x_at,0.003552981
X208359_s_at,0.003552432
X217332_at,0.003552367
X204749_at,0.003551978
X213027_at,0.00355162
X204106_at,0.003551424
X201350_at,0.003550988
X206458_s_at,0.003550465
X49051_g_at,0.003549422
X211682_x_at,0.003549386
X217421_at,0.003549074
X211176_s_at,0.003548761
X203197_s_at,0.003548708
X202919_at,0.00354808
X203703_s_at,0.003547979
X207750_at,0.003547976
X215864_at,0.003547393
X205894_at,0.00354735
X215697_at,0.003546797
X203049_s_at,0.00354669
X208799_at,0.003545722
X210827_s_at,0.003545146
X203911_at,0.003543848
X35820_at,0.003543661
X207468_s_at,0.003542583
X216262_s_at,0.003542483
X217611_at,0.003542258
X219951_s_at,0.003541532
X204105_s_at,0.00354097
X208381_s_at,0.003539976
X215099_s_at,0.003539672
X64474_g_at,0.003539412
X212156_at,0.003539334
X203774_at,0.00353873
X205853_at,0.003538671
X214843_s_at,0.003538536
X201054_at,0.003538062
X209210_s_at,0.003536985
X215571_at,0.003536677
X220284_at,0.003535411
X200831_s_at,0.003535149
X212443_at,0.003532208
X206029_at,0.00353209
X216929_x_at,0.003531891
X219791_s_at,0.003531238
X210681_s_at,0.003531153
X210379_s_at,0.003531116
X211105_s_at,0.003531103
X220093_at,0.003530709
X213543_at,0.00353069
X209631_s_at,0.003530671
X212648_at,0.003530477
X215129_at,0.003530074
X203536_s_at,0.003529685
X221591_s_at,0.003528909
X62212_at,0.003528556
X210938_at,0.003528064
X214787_at,0.003528001
X212659_s_at,0.003526998
X65517_at,0.003526006
X210998_s_at,0.003525948
X208763_s_at,0.003524747
X208116_s_at,0.00352403
X212356_at,0.003523768
X208384_s_at,0.003523748
X202130_at,0.003523399
X200700_s_at,0.003523394
X219462_at,0.003523329
X211480_s_at,0.003523178
X214231_s_at,0.003523071
X204542_at,0.003522118
X213266_at,0.00352166
X201160_s_at,0.003521517
X210091_s_at,0.003521333
X221278_at,0.003521073
X220100_at,0.00352051
X206657_s_at,0.003519201
X217093_at,0.003518249
X201559_s_at,0.003517299
X206429_at,0.003517085
X216166_at,0.003516914
X203920_at,0.003516786
X202056_at,0.003516104
X210792_x_at,0.003515268
X214905_at,0.003514861
X210921_at,0.003514232
X208511_at,0.003513976
X213473_at,0.003513368
X218685_s_at,0.003513223
X209820_s_at,0.003512072
X217715_x_at,0.003511686
X59375_at,0.003508996
X206644_at,0.003508947
X203297_s_at,0.003508773
X34764_at,0.003508606
X217329_x_at,0.003508237
X214306_at,0.003507961
X201950_x_at,0.003507666
X217437_s_at,0.00350754
X202796_at,0.003506896
X203832_at,0.003506605
X207081_s_at,0.003506539
X201429_s_at,0.003505841
X208543_at,0.003505571
X200864_s_at,0.00350528
X201442_s_at,0.003505174
X205663_at,0.003504237
X210079_x_at,0.003504228
X221078_s_at,0.003504042
X222312_s_at,0.003503626
X205808_at,0.003502987
X217685_at,0.003502934
X208258_s_at,0.003502934
X214825_at,0.003502643
X201926_s_at,0.003502453
X214267_s_at,0.003502341
X212009_s_at,0.003502256
X215191_at,0.003501825
X207092_at,0.00350172
X209952_s_at,0.003501216
X216308_x_at,0.003500503
X211826_s_at,0.003500487
X206197_at,0.003499335
X218224_at,0.003499309
X209704_at,0.003498997
X217563_at,0.003498825
X206927_s_at,0.00349831
X216424_at,0.003497044
X208254_at,0.003497023
X207012_at,0.003496713
X208767_s_at,0.003495251
X218733_at,0.003494693
X212811_x_at,0.003493671
X213986_s_at,0.003493646
X206978_at,0.003493473
X215848_at,0.003492668
X201904_s_at,0.003492622
X206408_at,0.003492437
X209796_s_at,0.003492321
X219996_at,0.003489713
X205188_s_at,0.003489675
X220447_at,0.003489598
X214002_at,0.003489308
X215199_at,0.003488958
X209966_x_at,0.0034886
X214970_s_at,0.003488244
X200756_x_at,0.003488035
X217874_at,0.00348784
X210060_at,0.003487648
X201731_s_at,0.003487525
X220352_x_at,0.003487248
X205037_at,0.003486902
X212325_at,0.003486217
X200929_at,0.003485837
X217213_at,0.003485782
X212352_s_at,0.003485446
X203838_s_at,0.003485266
X200683_s_at,0.003484886
X205917_at,0.003484054
X207397_s_at,0.003484006
X201982_s_at,0.003483826
X200895_s_at,0.003482961
X217308_at,0.003482883
X217183_at,0.00348283
X210106_at,0.003482183
X215427_s_at,0.003481961
X213094_at,0.003481512
X208225_at,0.003481332
X203310_at,0.003481191
X218148_at,0.003481167
X211840_s_at,0.003480521
X34031_i_at,0.003478399
X211958_at,0.003478201
X216474_x_at,0.003478183
X220610_s_at,0.00347792
X207078_at,0.003477819
X209256_s_at,0.003477725
X214266_s_at,0.003477714
X208341_x_at,0.003477046
X205587_at,0.003476759
X212512_s_at,0.003476059
X206902_s_at,0.003475613
X218601_at,0.003475076
X212259_s_at,0.003475072
X207404_s_at,0.003475047
X213989_x_at,0.003475033
X219284_at,0.003475033
X209687_at,0.00347493
X210841_s_at,0.003474512
X219949_at,0.003473958
X221355_at,0.003473668
X219392_x_at,0.003471919
X217612_at,0.003471741
X210695_s_at,0.00347149
X213573_at,0.003470149
X214347_s_at,0.003469728
X217744_s_at,0.003469244
X221199_at,0.003469143
X218660_at,0.003467982
X220515_at,0.003467849
X220743_at,0.003467494
X222188_at,0.003466886
X219703_at,0.003466585
X207672_at,0.003466378
X207230_at,0.003465707
X213238_at,0.003465556
X216622_at,0.00346555
X208025_s_at,0.003465298
X217679_x_at,0.003464816
X214801_at,0.003464417
X220523_at,0.003463632
X221773_at,0.00346354
X202752_x_at,0.003461877
X213461_at,0.003460981
X221883_at,0.003460845
X202789_at,0.003460595
X216930_at,0.003460464
X215487_x_at,0.003459587
X206401_s_at,0.003459425
X206949_s_at,0.003459362
X214544_s_at,0.003457946
X210232_at,0.003457904
X210246_s_at,0.003457491
X207542_s_at,0.003456696
X221190_s_at,0.003456235
X215916_at,0.003454196
X205470_s_at,0.003453297
X213176_s_at,0.003453055
X211275_s_at,0.003453049
X217174_s_at,0.003453
X210951_x_at,0.00345291
X222050_at,0.003452112
X212738_at,0.003452033
X204131_s_at,0.00345193
X220597_s_at,0.00345191
AFFX.HUMISGF3A.M97935_3_at,0.003451818
X213581_at,0.00345066
X206381_at,0.003449666
X211233_x_at,0.003449566
X218817_at,0.003449451
X207271_x_at,0.003448902
X204668_at,0.003447624
X216854_at,0.003447576
X206976_s_at,0.00344748
X201711_x_at,0.003447261
X215962_at,0.0034472
X214396_s_at,0.003447017
X211949_s_at,0.003446825
X217404_s_at,0.003446743
X219184_x_at,0.003446454
X213784_at,0.003446278
X201716_at,0.003446176
X41553_at,0.00344598
X221854_at,0.003445832
X206716_at,0.003445706
X211553_x_at,0.003445578
X210269_s_at,0.00344476
X205226_at,0.003444609
X212533_at,0.003444414
X58916_at,0.003444047
X216263_s_at,0.003444034
X215715_at,0.003444033
X210185_at,0.003443935
X213683_at,0.003443282
X209234_at,0.003442647
X213737_x_at,0.003442582
X221104_s_at,0.003441861
X201012_at,0.003441813
X212635_at,0.003441445
X217491_x_at,0.003441231
X220738_s_at,0.003441139
X206574_s_at,0.003440847
X218851_s_at,0.00344077
X215989_at,0.003440602
X203900_at,0.003439832
X205158_at,0.003438921
X204912_at,0.003438899
X209738_x_at,0.003438831
X220065_at,0.003438743
X210655_s_at,0.003438557
X205840_x_at,0.003438472
X218589_at,0.003438306
X203531_at,0.003437054
X215417_at,0.003437013
X209775_x_at,0.00343676
X201877_s_at,0.003436593
X204372_s_at,0.003436581
X212004_at,0.003436578
X216803_at,0.003435081
X205062_x_at,0.003434981
X218852_at,0.003434857
X218780_at,0.003434151
X219640_at,0.00343392
X215200_x_at,0.003432676
X209338_at,0.003432514
X207933_at,0.003432241
X204235_s_at,0.003431844
X201438_at,0.003431786
X214027_x_at,0.00343102
X202502_at,0.003430988
X205153_s_at,0.003430806
X209355_s_at,0.003430755
X208265_at,0.003430718
X212872_s_at,0.0034307
X206825_at,0.003430553
X221887_s_at,0.003430476
X200699_at,0.003430335
X205075_at,0.003429928
X206449_s_at,0.003429779
X219269_at,0.003429604
X204831_at,0.00342937
X201630_s_at,0.003429199
X212751_at,0.003429161
X217439_at,0.003428383
X212367_at,0.003428209
X207563_s_at,0.003428027
X204154_at,0.003427892
X211744_s_at,0.003427258
X204368_at,0.003426616
X206332_s_at,0.003425952
X216584_at,0.003425946
X211086_x_at,0.003425875
X222353_at,0.003425482
X203347_s_at,0.003425272
X214212_x_at,0.003425071
X215628_x_at,0.003424556
X208230_s_at,0.003423975
X218656_s_at,0.003423938
X209313_at,0.003423745
X218209_s_at,0.003423743
X202359_s_at,0.003423436
X212373_at,0.003423019
X221819_at,0.003422982
X212644_s_at,0.003422918
X212354_at,0.003421545
X203711_s_at,0.003421284
X215082_at,0.003420675
X213314_at,0.003420358
X207345_at,0.003420077
X204858_s_at,0.003419965
X201647_s_at,0.003419839
X211204_at,0.003419834
X200706_s_at,0.003419336
X213228_at,0.003419104
X207936_x_at,0.00341887
X213091_at,0.003418826
X208429_x_at,0.003418683
X217394_at,0.00341827
X203791_at,0.003417853
X207432_at,0.00341777
X214125_s_at,0.003417696
X209201_x_at,0.003417592
X209528_s_at,0.003417309
X210942_s_at,0.003416884
X217498_at,0.003416655
X218980_at,0.003416371
X207711_at,0.003416298
X213656_s_at,0.003416052
X220625_s_at,0.003416021
X213744_at,0.003415195
X215370_at,0.003415194
X215064_at,0.003414534
X205760_s_at,0.003413132
X204669_s_at,0.003412494
X205593_s_at,0.003412263
X214838_at,0.003412139
X200855_at,0.003411944
X210493_s_at,0.003410843
X219930_at,0.003410501
X204424_s_at,0.00340985
X216965_x_at,0.003409601
X213499_at,0.0034092
X220896_at,0.003407517
X217517_x_at,0.003407421
X211454_x_at,0.003407323
X210920_x_at,0.003406818
X210477_x_at,0.0034067
X203578_s_at,0.003406538
X206686_at,0.003406354
X216577_at,0.00340631
X205749_at,0.003405727
X204078_at,0.003405614
X37170_at,0.003405559
X219753_at,0.003405346
X203783_x_at,0.003404684
X206294_at,0.00340424
X204117_at,0.003404175
X39548_at,0.003404029
X200861_at,0.003403542
X218599_at,0.003403494
X201331_s_at,0.003402368
X212131_at,0.003402042
X220489_s_at,0.003400279
X203031_s_at,0.003399878
X215119_at,0.00339921
X207123_s_at,0.003399029
X220708_at,0.003398103
X215719_x_at,0.003397903
X220493_at,0.003397875
X213013_at,0.003397804
X212964_at,0.003397604
X202839_s_at,0.003397603
X211287_x_at,0.003396947
X214452_at,0.003396692
X200082_s_at,0.003396252
X206550_s_at,0.003396151
X216984_x_at,0.003396042
X222339_x_at,0.003395968
X210587_at,0.00339587
X219744_at,0.003395352
X221121_at,0.00339499
X207200_at,0.003394387
X208605_s_at,0.003394072
X203158_s_at,0.003393175
X221279_at,0.003393063
X215833_s_at,0.00339303
X202143_s_at,0.003392828
X216602_s_at,0.003392379
X214835_s_at,0.003390776
X220692_at,0.003389655
X211020_at,0.003389282
X204027_s_at,0.003388638
X214625_s_at,0.003388172
X221904_at,0.003387883
X220265_at,0.00338768
X200835_s_at,0.00338767
X201790_s_at,0.003387425
X208413_at,0.003386697
X214256_at,0.003386685
X211829_s_at,0.003386254
X204217_s_at,0.003385915
X222063_s_at,0.003385662
X217755_at,0.003385199
X216288_at,0.003385052
X206734_at,0.003384987
X211082_x_at,0.003384739
X218084_x_at,0.003384639
X205448_s_at,0.003384036
AFFX.r2.Bs.lys.M_at,0.003383995
X217706_at,0.00338396
X221106_at,0.003382793
X206227_at,0.003381551
X216770_at,0.003381524
X215033_at,0.003381148
X210991_s_at,0.003379444
X220465_at,0.003379304
X212689_s_at,0.003378987
X213803_at,0.003377548
X201869_s_at,0.003377152
X208243_s_at,0.003377142
X219558_at,0.003376408
X210527_x_at,0.003376244
X202815_s_at,0.003376096
X220482_s_at,0.003375811
X215794_x_at,0.003375752
X206537_at,0.003375465
X206557_at,0.003375339
X206415_at,0.003375193
X212291_at,0.003374435
X218286_s_at,0.003373918
X210719_s_at,0.003373627
X218623_at,0.003373398
X217076_s_at,0.003373344
X208373_s_at,0.00337322
X209465_x_at,0.003372606
X205395_s_at,0.003372458
X204896_s_at,0.003372283
X214394_x_at,0.003372236
X200765_x_at,0.003372035
X211070_x_at,0.003371816
X212412_at,0.003371412
X214097_at,0.003370197
X215852_x_at,0.003369655
X207743_at,0.003368611
X206356_s_at,0.003368473
X202377_at,0.003367561
X204691_x_at,0.003367199
X211822_s_at,0.003366461
X219762_s_at,0.003365654
X208760_at,0.003365645
X211601_at,0.003365494
X213750_at,0.00336477
X204582_s_at,0.003364396
X214873_at,0.00336324
X215548_s_at,0.003363064
X207052_at,0.003363013
X219467_at,0.003362993
X209846_s_at,0.003361947
X203189_s_at,0.003361012
X53071_s_at,0.00336082
X215924_at,0.003359823
X215344_at,0.003359695
X210635_s_at,0.003359628
X219866_at,0.003359108
X203173_s_at,0.003358264
X202353_s_at,0.003357784
X202737_s_at,0.003357304
X209542_x_at,0.003357013
X213232_at,0.003356496
X217863_at,0.00335646
X219794_at,0.00335645
X208871_at,0.003356038
X208775_at,0.003355393
X201623_s_at,0.003355266
X202517_at,0.003355005
X221087_s_at,0.003354795
X213634_s_at,0.003354724
X206473_at,0.003354623
X219201_s_at,0.003354275
X205215_at,0.003354214
X217804_s_at,0.003354022
X202132_at,0.003353837
X210889_s_at,0.003353649
X203642_s_at,0.003353509
X201525_at,0.003353494
X206183_s_at,0.003353341
X221391_at,0.003352993
X202349_at,0.003352977
X218231_at,0.003352968
X209999_x_at,0.003352894
X211385_x_at,0.003352536
X220944_at,0.00335241
X201920_at,0.003351462
X219782_s_at,0.003351232
X213166_x_at,0.003350552
X207279_s_at,0.003349369
X216760_at,0.00334935
X217463_s_at,0.003349264
X213642_at,0.003349179
X205332_at,0.003348904
X219938_s_at,0.003348383
X220228_at,0.003348066
X215720_s_at,0.003347167
X214273_x_at,0.003346827
X202073_at,0.003346511
X214098_at,0.003346402
X221840_at,0.003346021
X214089_at,0.003344591
X203997_at,0.003342652
X220954_s_at,0.003342136
X202118_s_at,0.003341888
X201098_at,0.003341841
X215168_at,0.00334081
X210107_at,0.003340737
X218053_at,0.003339194
X205729_at,0.003338689
X204859_s_at,0.003338111
X221291_at,0.003337849
X203433_at,0.003337814
X210521_s_at,0.003337692
X219310_at,0.003337492
X204085_s_at,0.003337287
X219834_at,0.003336598
X206363_at,0.003336067
X202425_x_at,0.003335955
X219001_s_at,0.003335861
X218261_at,0.003335573
X206098_at,0.003335531
X215016_x_at,0.003334881
X217572_at,0.003334797
X206830_at,0.003334472
X220178_at,0.003334399
X220288_at,0.003334387
X220031_at,0.003334331
X219845_at,0.003334254
X211123_at,0.003334176
X201396_s_at,0.003334015
X201984_s_at,0.003333958
X204210_s_at,0.003333488
X217401_at,0.00333327
X209249_s_at,0.003332922
X211959_at,0.003331288
X204440_at,0.003331233
X207218_at,0.003331167
X204756_at,0.003331023
X221621_at,0.003330532
X216362_at,0.003329539
X200974_at,0.003328909
X220505_at,0.003328718
X201509_at,0.003328345
X215455_at,0.003327964
X202325_s_at,0.003327519
X205189_s_at,0.003327416
X34221_at,0.003326454
X217594_at,0.003326413
X222351_at,0.003326378
X218767_at,0.003326317
X214413_at,0.003326162
X201197_at,0.003325998
X216195_at,0.003325537
X220509_at,0.003325166
X221829_s_at,0.003325092
X215470_at,0.003325041
X210534_s_at,0.00332494
X217551_at,0.003324832
X220276_at,0.003324285
X202519_at,0.003324023
X206492_at,0.003323957
X208168_s_at,0.003323674
X202963_at,0.003323286
X216855_s_at,0.003322982
X220873_at,0.003322813
X210125_s_at,0.003321284
X208317_at,0.003321234
X215884_s_at,0.003321149
X209407_s_at,0.003320816
X217316_at,0.003320773
X205027_s_at,0.003320377
X219157_at,0.003320078
X208565_at,0.003319788
X201702_s_at,0.003319428
X216159_s_at,0.003318946
X212996_s_at,0.003318527
X219012_s_at,0.003317679
X209472_at,0.003317162
X213959_s_at,0.003316858
X204676_at,0.003316002
X215097_at,0.003315302
X204180_s_at,0.003315262
X208957_at,0.00331477
X208272_at,0.003314386
X204979_s_at,0.003313853
X201914_s_at,0.00331354
X210627_s_at,0.003313502
X207663_x_at,0.003312958
X222283_at,0.003311925
X213766_x_at,0.003311279
X209603_at,0.003311136
X219847_at,0.003310604
X220110_s_at,0.003310105
X208328_s_at,0.003309881
X205343_at,0.003309748
X214812_s_at,0.003308762
X220259_at,0.003308426
X212243_at,0.003308274
X204779_s_at,0.003307175
X214762_at,0.003306682
X216528_at,0.003306085
X214016_s_at,0.003305795
X219268_at,0.003305434
X205699_at,0.003305393
X213600_at,0.003305203
X222246_at,0.003304762
X202575_at,0.003304383
X208566_at,0.003304042
X206072_at,0.003303917
X215443_at,0.003303705
X218959_at,0.003303682
X202979_s_at,0.003302568
X212693_at,0.003302476
X200856_x_at,0.003302415
X206123_at,0.003301905
X214418_at,0.003301548
X201324_at,0.003301368
X203239_s_at,0.003300489
X208292_at,0.003300385
X212711_at,0.003300273
X206336_at,0.003300142
X209930_s_at,0.003299771
X221028_s_at,0.003299716
X215542_at,0.003299573
X212472_at,0.003299491
X213747_at,0.003299098
X203812_at,0.003297244
X207731_at,0.003297158
X201316_at,0.003297123
X212410_at,0.003296935
X214009_at,0.003296885
X200865_at,0.003296813
X208430_s_at,0.003295772
X219986_s_at,0.003294496
X214011_s_at,0.003294105
X213919_at,0.003293895
X212143_s_at,0.003293801
X202368_s_at,0.003293226
X213925_at,0.003293197
X205198_s_at,0.00329251
X209695_at,0.003292008
X221341_s_at,0.003291972
X201182_s_at,0.003291916
X216897_s_at,0.003291285
X207918_s_at,0.003290838
X220471_s_at,0.003290566
X209018_s_at,0.003290032
X210338_s_at,0.003289816
X207855_s_at,0.003289778
X208174_x_at,0.003289756
X220382_s_at,0.003289741
X206835_at,0.003289642
X210704_at,0.003289355
X209814_at,0.003289039
X207162_s_at,0.003289001
X215907_at,0.003288531
X221342_at,0.003288505
X216091_s_at,0.003287908
X211535_s_at,0.003287871
X209077_at,0.003287052
X221933_at,0.003286658
X214398_s_at,0.003286459
X208875_s_at,0.003286224
X219631_at,0.003285251
X202391_at,0.003285171
X206831_s_at,0.003284888
X210653_s_at,0.003284703
X220899_at,0.003284128
X204812_at,0.003283651
X200885_at,0.003283496
X220794_at,0.003283139
X209954_x_at,0.003282606
X215426_at,0.003282548
X202480_s_at,0.003282437
X209872_s_at,0.003282183
X213913_s_at,0.003281949
X206617_s_at,0.003281416
X209736_at,0.003281156
X214041_x_at,0.003280901
X217435_x_at,0.003280681
X218431_at,0.003280424
X216454_at,0.003279775
X211371_at,0.003279547
X210439_at,0.00327951
X214624_at,0.003279286
X215902_at,0.003279196
X207638_at,0.003278843
X212863_x_at,0.003278302
X211934_x_at,0.003278182
X221623_at,0.003277796
X211377_x_at,0.003277756
X220580_at,0.00327714
X215020_at,0.003276973
X207584_at,0.003276828
X209371_s_at,0.003276417
X213722_at,0.003276327
X210855_at,0.0032763
X217536_x_at,0.003275321
X214561_at,0.003275265
X213484_at,0.003275126
X215477_at,0.003275123
X212052_s_at,0.003274496
X217925_s_at,0.003274489
X216815_at,0.003274271
X40020_at,0.003274253
X220904_at,0.003274147
X216762_at,0.003274115
X217025_s_at,0.003273572
X214587_at,0.003273288
X206799_at,0.003272362
X212468_at,0.003272189
X215568_x_at,0.003272173
X202858_at,0.003271911
X201894_s_at,0.003271559
X218832_x_at,0.003271557
X205203_at,0.003271465
X209207_s_at,0.003270845
X204605_at,0.003270384
X201859_at,0.003270051
X215524_x_at,0.003270001
X221947_at,0.003269309
X216381_x_at,0.003269264
X213416_at,0.003269124
X200599_s_at,0.003268991
X216349_at,0.003268938
X210019_at,0.003268628
X220295_x_at,0.003268138
X207224_s_at,0.003267691
X213203_at,0.003267431
X213109_at,0.003267144
X207846_at,0.0032662
X220857_at,0.003265574
X202034_x_at,0.003264927
X210404_x_at,0.003264556
X209901_x_at,0.00326455
X211359_s_at,0.003264333
X209189_at,0.003263743
X217533_x_at,0.003263624
X221194_s_at,0.0032626
X215160_x_at,0.003262394
X220398_at,0.003262034
X58367_s_at,0.00326198
X212831_at,0.003261822
X205993_s_at,0.003261436
X208106_x_at,0.003261066
X217869_at,0.003260544
X205302_at,0.00326049
X201177_s_at,0.003260452
X216840_s_at,0.003260255
X204803_s_at,0.003259809
X214239_x_at,0.00325962
X221245_s_at,0.003259457
X203801_at,0.003259257
X204452_s_at,0.003259226
X207842_s_at,0.003259192
X216606_x_at,0.003259041
X203731_s_at,0.003258887
X206166_s_at,0.003258705
X217059_at,0.003258705
X208250_s_at,0.003258339
X212534_at,0.003258184
X220311_at,0.003257779
X31799_at,0.003257252
X218911_at,0.003256955
X221791_s_at,0.003256552
X215497_s_at,0.003256381
X218729_at,0.003256257
X212098_at,0.003256056
X211633_x_at,0.003255911
X222179_at,0.003255769
X203069_at,0.003255489
X200034_s_at,0.003254845
X213627_at,0.003254836
X210766_s_at,0.003254284
X219320_at,0.003254263
X219984_s_at,0.003253255
X218610_s_at,0.003253017
X207358_x_at,0.00325251
X219291_at,0.003251099
X214288_s_at,0.003250914
X206549_at,0.003250813
X201435_s_at,0.003250433
X208229_at,0.003249904
X204616_at,0.003249475
X212223_at,0.003249448
X203123_s_at,0.003249182
X215867_x_at,0.003249131
X216303_s_at,0.003248813
X200937_s_at,0.003248754
X210260_s_at,0.003248493
X211598_x_at,0.003248463
X219098_at,0.003248387
X209285_s_at,0.00324823
X205446_s_at,0.003247888
X216941_s_at,0.003247655
X206108_s_at,0.003247652
X211253_x_at,0.003247479
X209928_s_at,0.003247258
X203563_at,0.003245838
X212462_at,0.003245351
X205919_at,0.003245339
X200088_x_at,0.003245086
X203365_s_at,0.003244397
X203664_s_at,0.003244201
X203874_s_at,0.003244053
X200598_s_at,0.00324352
X208647_at,0.003243481
X221483_s_at,0.003243431
X202481_at,0.003243245
X211168_s_at,0.003243142
X209083_at,0.003242394
X220441_at,0.003241977
X201052_s_at,0.003241046
X203437_at,0.003240593
X203176_s_at,0.003240592
X209645_s_at,0.003240579
X206713_at,0.003240269
X219555_s_at,0.003240163
X218135_at,0.00323972
X40837_at,0.003239629
X218731_s_at,0.003239457
X216694_at,0.003238705
X205575_at,0.003238362
X201274_at,0.003238352
X56748_at,0.003238269
X210764_s_at,0.003237618
X210005_at,0.003237202
X213536_s_at,0.003236446
X206315_at,0.003236342
X208997_s_at,0.00323593
X221091_at,0.003235795
X211249_at,0.003234266
X222081_at,0.003233662
X214374_s_at,0.003232363
X200653_s_at,0.003232299
X218347_at,0.003232289
X204360_s_at,0.003232188
X210812_at,0.003232112
X203610_s_at,0.003231131
X213119_at,0.003230988
X215771_x_at,0.003230086
X206901_at,0.003230074
X220297_at,0.003229874
X216326_s_at,0.003229796
X220461_at,0.003229425
X205779_at,0.00322868
X215973_at,0.003228596
X203741_s_at,0.003227682
X214063_s_at,0.003227445
X215068_s_at,0.003227416
X208635_x_at,0.00322738
X218707_at,0.003227314
X203644_s_at,0.003227178
X201301_s_at,0.003227175
X208477_at,0.003226808
X205727_at,0.003226722
X221560_at,0.003226501
X204630_s_at,0.003224723
X220154_at,0.003224628
X213276_at,0.003224588
X219091_s_at,0.003224566
X213772_s_at,0.003224458
X216255_s_at,0.003224115
X207677_s_at,0.003223707
X208154_at,0.003223048
X209857_s_at,0.003223027
X212368_at,0.003222292
X206011_at,0.003221524
X211885_x_at,0.003221415
X206060_s_at,0.003221358
AFFX.r2.Ec.bioB.5_at,0.003221037
X208684_at,0.003220369
X201088_at,0.003220164
X220121_at,0.003219884
X220654_at,0.003219827
X203300_x_at,0.003219422
X211215_x_at,0.003219134
X206503_x_at,0.003219043
X213931_at,0.003218814
X202537_s_at,0.003218623
X210785_s_at,0.003218462
X208573_s_at,0.003218338
X207876_s_at,0.003217799
X219531_at,0.003217737
X207489_at,0.003217616
X222356_at,0.003217136
X214797_s_at,0.003216806
X207547_s_at,0.003216623
X212514_x_at,0.003216486
X221828_s_at,0.003216483
X206423_at,0.003216061
X212651_at,0.003215934
X216316_x_at,0.003215427
X213494_s_at,0.003215393
X208065_at,0.003214992
X215757_at,0.003214457
X203053_at,0.003214423
X215830_at,0.003213762
X210848_at,0.003213561
X211871_x_at,0.003213363
X208251_at,0.003212912
X204432_at,0.00321282
X207467_x_at,0.003212699
X216147_at,0.003212021
X219154_at,0.003210654
X215025_at,0.00321053
X214194_at,0.00321007
X214221_at,0.003209161
X204062_s_at,0.003208639
X209040_s_at,0.003208328
X205856_at,0.003207743
X204531_s_at,0.003207617
X216860_s_at,0.0032076
X219218_at,0.003207527
X206977_at,0.00320724
X214062_x_at,0.003207139
X203618_at,0.003206237
X215799_at,0.003206189
X208432_s_at,0.003206058
X211170_s_at,0.003205995
X201335_s_at,0.003205835
X210870_s_at,0.003205282
X221222_s_at,0.003205045
X207635_s_at,0.003204898
X206263_at,0.003204555
X201532_at,0.003204547
X205942_s_at,0.003204314
X32032_at,0.00320406
X204400_at,0.003204001
X208452_x_at,0.003203441
X214006_s_at,0.003203407
X211713_x_at,0.003203116
X206023_at,0.003203042
X211125_x_at,0.003202848
X213489_at,0.00320249
X204585_s_at,0.00320228
X210202_s_at,0.003202188
X207292_s_at,0.003202186
X205371_s_at,0.003201824
X210465_s_at,0.003201721
X207137_at,0.003200241
X215449_at,0.003199535
X210044_s_at,0.003199437
X214307_at,0.003198796
X220412_x_at,0.00319878
X217497_at,0.003198764
X219548_at,0.00319861
X214634_at,0.00319834
X31845_at,0.003198231
X206155_at,0.003198132
X210598_at,0.003197468
X211808_s_at,0.003197106
X214861_at,0.003197062
X205491_s_at,0.003197032
X206740_x_at,0.003197028
X217763_s_at,0.003196979
X212311_at,0.003196905
X207042_at,0.003196729
